fan_id,household_id,fan_segment,city,state,acquisition_channel,total_orders,total_tickets,total_revenue,group_orders,group_tickets,group_revenue,avg_tickets_per_order,group_sales_score,upgrade_potential_score,days_since_last_game,email_opt_in,sms_opt_in,recommended_crm_action,group_sales_priority,recommended_contact_channel
FAN0060431,HH0060431,group_buyer,Huntsville,AL,community_event,2,23,312.40,2,23,312.40,11.50,75,60,108,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0053919,HH0053919,group_buyer,Madison,AL,website,1,24,312.03,1,24,312.03,24.00,75,35,450,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0085824,HH0085824,group_buyer,Huntsville,AL,group_sales_rep,1,23,311.51,1,23,311.51,23.00,75,35,91,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0031503,HH0031503,group_buyer,Huntsville,AL,website,1,23,310.77,1,23,310.77,23.00,75,25,751,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0037032,HH0037032,group_buyer,Decatur,AL,website,1,24,309.86,1,24,309.86,24.00,75,35,520,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0085867,HH0085867,group_buyer,Birmingham,AL,group_sales_rep,1,23,309.47,1,23,309.47,23.00,75,35,91,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0074319,HH0074319,group_buyer,Madison,AL,community_event,1,23,308.77,1,23,308.77,23.00,75,35,155,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0085756,HH0085756,group_buyer,Madison,AL,website,1,23,308.37,1,23,308.37,23.00,75,35,91,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0069169,HH0069169,group_buyer,Huntsville,AL,community_event,1,24,308.19,1,24,308.19,24.00,75,25,374,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0039000,HH0039000,group_buyer,Athens,AL,group_sales_rep,1,24,306.66,1,24,306.66,24.00,75,25,508,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0039872,HH0039872,group_buyer,Huntsville,AL,community_event,1,23,306.13,1,23,306.13,23.00,75,35,507,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0039646,HH0039646,group_buyer,Madison,AL,group_sales_rep,1,24,306.08,1,24,306.08,24.00,75,35,507,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0087357,HH0087357,group_buyer,Nashville,TN,website,1,23,305.46,1,23,305.46,23.00,75,35,86,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0090893,HH0090893,group_buyer,Huntsville,AL,group_sales_rep,1,24,305.36,1,24,305.36,24.00,75,25,58,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0042634,HH0042634,group_buyer,Decatur,AL,community_event,1,24,304.39,1,24,304.39,24.00,75,35,494,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0047479,HH0047479,group_buyer,Madison,AL,community_event,1,23,304.07,1,23,304.07,23.00,75,25,477,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0081617,HH0081617,group_buyer,Nashville,TN,group_sales_rep,1,24,303.80,1,24,303.80,24.00,75,25,107,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0033449,HH0033449,group_buyer,Huntsville,AL,group_sales_rep,1,24,302.65,1,24,302.65,24.00,75,35,739,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0071951,HH0071951,group_buyer,Huntsville,AL,website,1,23,302.47,1,23,302.47,23.00,75,35,163,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0062832,HH0062832,group_buyer,Huntsville,AL,community_event,1,23,301.77,1,23,301.77,23.00,75,35,403,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0047170,HH0047170,group_buyer,Huntsville,AL,community_event,1,23,299.26,1,23,299.26,23.00,75,34,478,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0084748,HH0084748,group_buyer,Huntsville,AL,website,1,23,296.35,1,23,296.35,23.00,75,34,93,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0081243,HH0081243,group_buyer,Harvest,AL,website,1,23,292.69,1,23,292.69,23.00,75,34,108,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0013646,HH0013646,corporate_group,Decatur,AL,group_sales_rep,2,70,1511.15,2,70,1511.15,35.00,74,85,519,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0012621,HH0012621,corporate_group,Athens,AL,group_sales_rep,3,70,1398.01,3,70,1398.01,23.33,74,75,828,0,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Rep Call / Manual Research
FAN0028596,HH0028596,corporate_group,Meridianville,AL,group_sales_rep,2,72,1386.89,2,72,1386.89,36.00,74,85,750,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0018411,HH0018411,corporate_group,Huntsville,AL,group_sales_rep,3,68,1368.68,3,68,1368.68,22.67,74,85,481,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0071123,HH0071123,corporate_group,Huntsville,AL,sponsorship_relationship,2,69,1362.09,2,69,1362.09,34.50,74,85,105,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0007350,HH0007350,corporate_group,Athens,AL,ticket_rep,2,71,1345.92,2,71,1345.92,35.50,74,85,740,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0091479,HH0091479,corporate_group,Huntsville,AL,sponsorship_relationship,2,69,1310.58,2,69,1310.58,34.50,74,85,30,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0023628,HH0023628,group_buyer,Madison,AL,community_event,4,71,1068.59,4,71,1068.59,17.75,74,85,399,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0008185,HH0008185,group_buyer,Chattanooga,TN,website,3,70,1051.44,3,70,1051.44,23.33,74,75,465,0,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Rep Call / Manual Research
FAN0010386,HH0010386,group_buyer,Huntsville,AL,website,3,72,1043.54,3,72,1043.54,24.00,74,85,17,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0024737,HH0024737,group_buyer,Huntsville,AL,website,3,69,1021.22,3,69,1021.22,23.00,74,85,417,1,1,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0041432,HH0041432,group_buyer,Decatur,AL,website,4,72,1003.54,4,72,1003.54,18.00,74,85,140,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0038507,HH0038507,group_buyer,Meridianville,AL,community_event,3,71,1002.30,3,71,1002.30,23.67,74,85,4,1,0,Group Sales Follow-Up,Priority 1: Rep Follow-Up,Email
FAN0004213,HH0004213,group_buyer,Huntsville,AL,group_sales_rep,3,68,991.25,3,68,991.25,22.67,74,85,803,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0006317,HH0006317,group_buyer,Huntsville,AL,group_sales_rep,4,72,983.94,4,72,983.94,18.00,74,75,431,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0014841,HH0014841,group_buyer,Chattanooga,TN,community_event,3,68,979.61,3,68,979.61,22.67,74,85,87,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0045973,HH0045973,group_buyer,Huntsville,AL,group_sales_rep,3,71,977.21,3,71,977.21,23.67,74,85,19,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0018901,HH0018901,group_buyer,Decatur,AL,community_event,2,68,960.18,2,68,960.18,34.00,74,75,798,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0055184,HH0055184,group_buyer,Huntsville,AL,website,3,68,946.14,3,68,946.14,22.67,74,85,154,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0008499,HH0008499,group_buyer,Huntsville,AL,community_event,2,68,922.57,2,68,922.57,34.00,74,85,154,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0013258,HH0013258,group_buyer,Florence,AL,website,4,68,910.03,4,68,910.03,17.00,74,75,800,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0049072,HH0049072,group_buyer,Harvest,AL,website,3,68,904.02,3,68,904.02,22.67,74,75,156,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0092439,HH0092439,group_buyer,Huntsville,AL,group_sales_rep,2,68,898.29,2,68,898.29,34.00,74,85,29,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0066209,HH0066209,corporate_group,Huntsville,AL,group_sales_rep,1,22,478.27,1,22,478.27,22.00,74,39,381,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0040247,HH0040247,corporate_group,Huntsville,AL,sponsorship_relationship,1,22,472.05,1,22,472.05,22.00,74,39,506,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0069823,HH0069823,corporate_group,Madison,AL,sponsorship_relationship,1,21,453.65,1,21,453.65,21.00,74,38,373,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0043515,HH0043515,corporate_group,Birmingham,AL,sponsorship_relationship,1,22,452.73,1,22,452.73,22.00,74,38,492,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0074375,HH0074375,corporate_group,Athens,AL,ticket_rep,1,20,446.98,1,20,446.98,20.00,74,37,155,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0091854,HH0091854,corporate_group,Madison,AL,group_sales_rep,1,20,442.05,1,20,442.05,20.00,74,37,46,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0090363,HH0090363,corporate_group,Madison,AL,group_sales_rep,1,22,439.92,1,22,439.92,22.00,74,28,58,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0076805,HH0076805,corporate_group,Decatur,AL,group_sales_rep,1,20,439.40,1,20,439.40,20.00,74,37,142,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0101925,HH0101925,corporate_group,Madison,AL,sponsorship_relationship,1,20,434.71,1,20,434.71,20.00,74,37,1,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0101540,HH0101540,corporate_group,Huntsville,AL,sponsorship_relationship,1,20,433.69,1,20,433.69,20.00,74,37,1,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0044300,HH0044300,corporate_group,Huntsville,AL,ticket_rep,1,22,432.73,1,22,432.73,22.00,74,38,491,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0061107,HH0061107,corporate_group,Madison,AL,ticket_rep,1,20,422.07,1,20,422.07,20.00,74,36,415,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0062439,HH0062439,corporate_group,Madison,AL,ticket_rep,1,21,420.57,1,21,420.57,21.00,74,37,404,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0094839,HH0094839,corporate_group,Madison,AL,group_sales_rep,1,20,418.49,1,20,418.49,20.00,74,36,32,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0040697,HH0040697,corporate_group,Huntsville,AL,group_sales_rep,1,20,404.25,1,20,404.25,20.00,74,36,505,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0052093,HH0052093,corporate_group,Huntsville,AL,ticket_rep,1,18,401.03,1,18,401.03,18.00,74,35,453,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0094240,HH0094240,corporate_group,Madison,AL,ticket_rep,1,18,387.23,1,18,387.23,18.00,74,34,33,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0062269,HH0062269,corporate_group,Huntsville,AL,ticket_rep,1,20,375.25,1,20,375.25,20.00,74,35,404,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0074372,HH0074372,corporate_group,Birmingham,AL,group_sales_rep,1,19,370.23,1,19,370.23,19.00,74,24,155,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0068993,HH0068993,corporate_group,Huntsville,AL,ticket_rep,1,19,366.12,1,19,366.12,19.00,74,34,374,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0051193,HH0051193,corporate_group,Huntsville,AL,sponsorship_relationship,1,20,364.13,1,20,364.13,20.00,74,35,462,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0043175,HH0043175,corporate_group,Madison,AL,ticket_rep,1,18,352.72,1,18,352.72,18.00,74,33,493,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0094814,HH0094814,corporate_group,Madison,AL,ticket_rep,1,18,351.12,1,18,351.12,18.00,74,33,32,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0093052,HH0093052,group_buyer,Madison,AL,community_event,1,22,344.01,1,22,344.01,22.00,74,35,44,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0074645,HH0074645,group_buyer,Madison,AL,website,1,22,342.52,1,22,342.52,22.00,74,35,155,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0066082,HH0066082,group_buyer,Madison,AL,community_event,1,22,340.29,1,22,340.29,22.00,74,35,381,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0039476,HH0039476,group_buyer,Huntsville,AL,community_event,1,22,337.92,1,22,337.92,22.00,74,35,507,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0086922,HH0086922,group_buyer,Huntsville,AL,website,1,22,337.47,1,22,337.47,22.00,74,35,86,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0066317,HH0066317,group_buyer,Huntsville,AL,website,1,22,337.10,1,22,337.10,22.00,74,35,381,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0073663,HH0073663,group_buyer,Huntsville,AL,community_event,1,22,336.75,1,22,336.75,22.00,74,35,158,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0066017,HH0066017,group_buyer,Madison,AL,group_sales_rep,1,22,336.55,1,22,336.55,22.00,74,35,381,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0083651,HH0083651,group_buyer,Huntsville,AL,group_sales_rep,1,22,335.72,1,22,335.72,22.00,74,25,95,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0101906,HH0101906,group_buyer,Nashville,TN,website,1,22,334.68,1,22,334.68,22.00,74,35,1,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0096795,HH0096795,group_buyer,Madison,AL,group_sales_rep,1,22,333.98,1,22,333.98,22.00,74,35,28,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0031140,HH0031140,group_buyer,Huntsville,AL,website,1,22,333.46,1,22,333.46,22.00,74,25,751,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0069007,HH0069007,group_buyer,Harvest,AL,website,1,22,333.38,1,22,333.38,22.00,74,35,374,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0043076,HH0043076,group_buyer,Madison,AL,group_sales_rep,2,22,332.81,2,22,332.81,11.00,74,50,465,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0043488,HH0043488,corporate_group,Madison,AL,group_sales_rep,1,18,331.57,1,18,331.57,18.00,74,33,492,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0085585,HH0085585,corporate_group,Madison,AL,sponsorship_relationship,1,18,330.75,1,18,330.75,18.00,74,33,92,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0068999,HH0068999,group_buyer,Huntsville,AL,website,1,22,330.73,1,22,330.73,22.00,74,25,374,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0065238,HH0065238,group_buyer,Huntsville,AL,community_event,1,22,330.60,1,22,330.60,22.00,74,35,383,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0063178,HH0063178,group_buyer,Huntsville,AL,community_event,1,22,329.39,1,22,329.39,22.00,74,25,402,0,1,Group Sales Follow-Up,Priority 2: Group Package Offer,SMS
FAN0044698,HH0044698,group_buyer,Huntsville,AL,community_event,1,22,328.49,1,22,328.49,22.00,74,35,491,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0044323,HH0044323,group_buyer,Meridianville,AL,group_sales_rep,1,22,327.83,1,22,327.83,22.00,74,35,491,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0098437,HH0098437,corporate_group,Madison,AL,group_sales_rep,1,18,327.22,1,18,327.22,18.00,74,33,16,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0075542,HH0075542,group_buyer,Harvest,AL,community_event,1,21,327.09,1,21,327.09,21.00,74,34,144,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0096723,HH0096723,group_buyer,Huntsville,AL,community_event,1,21,326.59,1,21,326.59,21.00,74,34,28,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0051412,HH0051412,group_buyer,Madison,AL,community_event,1,21,326.57,1,21,326.57,21.00,74,34,462,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0046975,HH0046975,group_buyer,Huntsville,AL,group_sales_rep,1,22,326.38,1,22,326.38,22.00,74,35,478,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0033310,HH0033310,group_buyer,Huntsville,AL,website,1,21,325.76,1,21,325.76,21.00,74,34,739,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0094913,HH0094913,group_buyer,Huntsville,AL,website,1,21,325.51,1,21,325.51,21.00,74,34,31,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0101844,HH0101844,corporate_group,Athens,AL,sponsorship_relationship,1,18,325.47,1,18,325.47,18.00,74,33,1,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0040193,HH0040193,group_buyer,Huntsville,AL,website,2,22,324.65,2,22,324.65,11.00,74,60,490,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0088177,HH0088177,group_buyer,Madison,AL,community_event,1,21,324.56,1,21,324.56,21.00,74,34,84,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0043415,HH0043415,group_buyer,Meridianville,AL,group_sales_rep,1,21,324.40,1,21,324.40,21.00,74,24,493,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0061143,HH0061143,group_buyer,Huntsville,AL,website,1,22,324.19,1,22,324.19,22.00,74,35,415,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0084969,HH0084969,group_buyer,Huntsville,AL,website,1,21,324.16,1,21,324.16,21.00,74,34,93,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0027148,HH0027148,group_buyer,Madison,AL,group_sales_rep,1,21,323.29,1,21,323.29,21.00,74,34,768,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0062827,HH0062827,group_buyer,Meridianville,AL,community_event,1,21,321.70,1,21,321.70,21.00,74,34,403,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0069497,HH0069497,group_buyer,Nashville,TN,community_event,1,22,321.11,1,22,321.11,22.00,74,35,373,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0092175,HH0092175,group_buyer,Madison,AL,group_sales_rep,1,21,319.11,1,21,319.11,21.00,74,34,46,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0082033,HH0082033,group_buyer,Meridianville,AL,community_event,1,21,318.55,1,21,318.55,21.00,74,34,106,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0094529,HH0094529,group_buyer,Meridianville,AL,website,1,22,318.36,1,22,318.36,22.00,74,34,33,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0040285,HH0040285,group_buyer,Madison,AL,website,1,22,317.82,1,22,317.82,22.00,74,34,506,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0090818,HH0090818,group_buyer,Harvest,AL,website,1,22,317.20,1,22,317.20,22.00,74,24,58,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
FAN0039933,HH0039933,group_buyer,Huntsville,AL,group_sales_rep,1,21,315.35,1,21,315.35,21.00,74,34,506,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0045398,HH0045398,group_buyer,Huntsville,AL,group_sales_rep,2,22,314.77,2,22,314.77,11.00,74,59,32,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0058539,HH0058539,group_buyer,Athens,AL,website,1,22,314.13,1,22,314.13,22.00,74,34,430,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0030087,HH0030087,group_buyer,Huntsville,AL,community_event,1,22,314.06,1,22,314.06,22.00,74,34,754,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0082036,HH0082036,group_buyer,Huntsville,AL,group_sales_rep,1,21,313.50,1,21,313.50,21.00,74,34,106,1,1,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0029824,HH0029824,group_buyer,Madison,AL,website,2,22,312.56,2,22,312.56,11.00,74,59,128,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0058442,HH0058442,group_buyer,Birmingham,AL,community_event,1,20,311.15,1,20,311.15,20.00,74,33,430,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0047842,HH0047842,group_buyer,Madison,AL,group_sales_rep,1,20,311.14,1,20,311.14,20.00,74,33,477,1,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Email
FAN0004740,HH0004740,group_buyer,Harvest,AL,community_event,2,22,310.60,2,22,310.60,11.00,74,49,747,0,0,Group Sales Follow-Up,Priority 2: Group Package Offer,Rep Call / Manual Research
