follow_up_id,opportunity_id,fan_id,account_id,game_id,assigned_team,assigned_owner,suggested_action,priority_score,priority_band,due_date,status,outcome,synthetic_data_flag
FUP_00006947,OPP_00021677,FAN_018575,,TP_2024_063,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-05-09,open,,True
FUP_00006948,OPP_00014967,FAN_012782,,TP_2025_024,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-22,open,,True
FUP_00006949,OPP_00050586,FAN_044380,,TP_2025_036,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-22,open,,True
FUP_00006950,OPP_00016652,FAN_014199,,TP_2025_026,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-06,open,,True
FUP_00006951,OPP_00041321,FAN_036084,,TP_2025_063,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-02,open,,True
FUP_00006952,OPP_00044476,FAN_038858,,TP_2025_051,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-16,open,,True
FUP_00006953,OPP_00044477,FAN_038858,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-16,open,,True
FUP_00006954,OPP_00049397,FAN_043301,,TP_2023_046,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-09-11,open,,True
FUP_00006955,OPP_00044517,FAN_038898,,TP_2024_062,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-08,open,,True
FUP_00006956,OPP_00028923,FAN_025021,,TP_2023_051,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-09-11,open,,True
FUP_00006957,OPP_00028925,FAN_025021,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-09-11,open,,True
FUP_00006958,OPP_00008440,FAN_007274,,TP_2024_051,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-04-30,open,,True
FUP_00006959,OPP_00020041,FAN_017168,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-05,open,,True
FUP_00006960,OPP_00034934,FAN_030426,,TP_2025_066,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-25,open,,True
FUP_00006961,OPP_00020353,FAN_017430,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-06,open,,True
FUP_00006962,OPP_00030806,FAN_026712,,TP_2025_059,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-31,open,,True
FUP_00006963,OPP_00024436,FAN_021083,,TP_2024_059,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-13,open,,True
FUP_00006964,OPP_00024437,FAN_021083,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-13,open,,True
FUP_00006965,OPP_00043445,FAN_037955,,TP_2025_035,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-21,open,,True
FUP_00006966,OPP_00000996,FAN_000849,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-11,open,,True
FUP_00006967,OPP_00029663,FAN_025674,,TP_2023_058,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-09-13,open,,True
FUP_00006968,OPP_00039374,FAN_034381,,TP_2024_049,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-07-30,open,,True
FUP_00006969,OPP_00039375,FAN_034381,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-07-30,open,,True
FUP_00006970,OPP_00022136,FAN_018974,,TP_2025_056,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-19,open,,True
FUP_00006971,OPP_00038449,FAN_033552,,TP_2023_052,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-09-22,open,,True
FUP_00006972,OPP_00038450,FAN_033552,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-09-22,open,,True
FUP_00006973,OPP_00049251,FAN_043169,,TP_2025_035,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-06,open,,True
FUP_00006974,OPP_00010772,FAN_009220,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-08-11,open,,True
FUP_00006975,OPP_00004579,FAN_003900,,TP_2025_045,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-20,open,,True
FUP_00006976,OPP_00005727,FAN_004901,,TP_2023_004,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-07-30,open,,True
FUP_00006977,OPP_00005047,FAN_004290,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-04-08,open,,True
FUP_00006978,OPP_00027212,FAN_023489,,TP_2025_069,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-10-06,open,,True
FUP_00006979,OPP_00023322,FAN_020083,,TP_2025_069,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-23,open,,True
FUP_00006980,OPP_00023323,FAN_020083,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-23,open,,True
FUP_00006981,OPP_00048661,FAN_042663,,TP_2023_018,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-05,open,,True
FUP_00006982,OPP_00048663,FAN_042663,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-05,open,,True
FUP_00006983,OPP_00017872,FAN_015270,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-21,open,,True
FUP_00006984,OPP_00024567,FAN_021213,,TP_2025_038,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-07-22,open,,True
FUP_00006985,OPP_00038998,FAN_034029,,TP_2025_055,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-20,open,,True
FUP_00006986,OPP_00038999,FAN_034029,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-20,open,,True
FUP_00006987,OPP_00043770,FAN_038253,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-04,open,,True
FUP_00006988,OPP_00024279,FAN_020918,,TP_2023_067,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-09-19,open,,True
FUP_00006989,OPP_00024280,FAN_020918,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-09-19,open,,True
FUP_00006990,OPP_00020712,FAN_017743,,TP_2024_067,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2024-09-09,open,,True
FUP_00006991,OPP_00044959,FAN_039276,,TP_2024_016,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-05-06,open,,True
FUP_00006992,OPP_00044960,FAN_039276,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-05-06,open,,True
FUP_00006993,OPP_00046762,FAN_040869,,TP_2025_009,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-04-28,open,,True
FUP_00006994,OPP_00046764,FAN_040869,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-04-28,open,,True
FUP_00006995,OPP_00014193,FAN_012079,,TP_2025_002,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-05-14,open,,True
FUP_00006996,OPP_00014195,FAN_012079,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-05-14,open,,True
FUP_00006997,OPP_00002630,FAN_002226,,TP_2025_042,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-06,open,,True
FUP_00006998,OPP_00002631,FAN_002226,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-07-06,open,,True
FUP_00006999,OPP_00027179,FAN_023454,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-05-13,open,,True
FUP_00007000,OPP_00003961,FAN_003357,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-10,open,,True
FUP_00007001,OPP_00043082,FAN_037657,,TP_2025_032,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-04,open,,True
FUP_00007002,OPP_00038465,FAN_033564,,TP_2023_027,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-05-31,open,,True
FUP_00007003,OPP_00038467,FAN_033564,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2023-05-31,open,,True
FUP_00007004,OPP_00013396,FAN_011422,,TP_2025_054,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-17,open,,True
FUP_00007005,OPP_00013397,FAN_011422,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-08-17,open,,True
FUP_00007006,OPP_00041347,FAN_036107,,TP_2025_029,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-14,open,,True
FUP_00007007,OPP_00041348,FAN_036107,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-14,open,,True
FUP_00007008,OPP_00015155,FAN_012935,,TP_2025_059,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-02,open,,True
FUP_00007009,OPP_00027169,FAN_023448,,TP_2025_054,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-20,open,,True
FUP_00007010,OPP_00020798,FAN_017818,,TP_2025_056,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-19,open,,True
FUP_00007011,OPP_00025685,FAN_022174,,TP_2024_063,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-07,open,,True
FUP_00007012,OPP_00003409,FAN_002878,,TP_2025_048,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-03,open,,True
FUP_00007013,OPP_00005228,FAN_004451,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-17,open,,True
FUP_00007014,OPP_00004099,FAN_003504,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-07-09,open,,True
FUP_00007015,OPP_00041538,FAN_036273,,TP_2024_048,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-09,open,,True
FUP_00007016,OPP_00030100,FAN_026072,,TP_2025_023,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-06-11,open,,True
FUP_00007017,OPP_00003074,FAN_002581,,TP_2025_050,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-08-20,open,,True
FUP_00007018,OPP_00006442,FAN_005515,,,sales,Sales Rep B,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-02,open,,True
FUP_00007019,OPP_00039151,FAN_034165,,TP_2023_067,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-09-11,open,,True
FUP_00007020,OPP_00001258,FAN_001085,,TP_2025_062,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-02,open,,True
FUP_00007021,OPP_00021096,FAN_018100,,TP_2025_060,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-10-02,open,,True
FUP_00007022,OPP_00021098,FAN_018100,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-10-02,open,,True
FUP_00007023,OPP_00018619,FAN_015911,,TP_2025_067,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-09-15,open,,True
FUP_00007024,OPP_00031774,FAN_027575,,TP_2025_040,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-20,open,,True
FUP_00007025,OPP_00017390,FAN_014866,,TP_2025_032,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-06-17,open,,True
FUP_00007026,OPP_00017391,FAN_014866,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-06-17,open,,True
FUP_00007027,OPP_00015442,FAN_013198,,TP_2023_064,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-04-29,open,,True
FUP_00007028,OPP_00033442,FAN_029070,,TP_2025_020,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-05-13,open,,True
FUP_00007029,OPP_00036483,FAN_031829,,TP_2023_035,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-06-27,open,,True
FUP_00007030,OPP_00029966,FAN_025939,,TP_2025_062,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-05,open,,True
FUP_00007031,OPP_00029967,FAN_025939,,,sales,Business Development Rep,Route to sales for premium or mini-plan upgrade conversation,100,High,2025-09-05,open,,True
FUP_00007032,OPP_00014362,FAN_012209,,TP_2025_053,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-08-17,open,,True
FUP_00007033,OPP_00018998,FAN_016227,,TP_2024_056,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2024-09-03,open,,True
FUP_00007034,OPP_00026983,FAN_023301,,TP_2023_058,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2023-12-01,open,,True
FUP_00007035,OPP_00038150,FAN_033269,,,sales,Sales Rep A,Route to sales for premium or mini-plan upgrade conversation,100,High,2024-09-09,open,,True
FUP_00007036,OPP_00041907,FAN_036602,,TP_2025_062,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-03,open,,True
FUP_00007037,OPP_00006546,FAN_005596,,TP_2025_034,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2025-07-11,open,,True
FUP_00007038,OPP_00017129,FAN_014633,,TP_2025_063,service,Service Rep A,Send service-focused recovery message with next-game offer,100,High,2025-09-15,open,,True
FUP_00007039,OPP_00022549,FAN_019357,,TP_2023_063,service,Service Rep B,Send service-focused recovery message with next-game offer,100,High,2023-09-01,open,,True
